"","Mix_names","Compound1","Compound2","x1","Tc"
"m1_methane+ethane","methane+ethane","methane","ethane",0.4,273.2
"m2_methane+ethane","methane+ethane","methane","ethane",0.05,302
"m3_methane+ethane","methane+ethane","methane","ethane",0.1498,295
"m4_methane+ethane","methane+ethane","methane","ethane",0.3002,282
"m5_methane+ethane","methane+ethane","methane","ethane",0.5002,263.1
"m6_methane+ethane","methane+ethane","methane","ethane",0.7,238
"m7_methane+ethane","methane+ethane","methane","ethane",0.8516,218
"m8_methane+ethane","methane+ethane","methane","ethane",0.925,204.3
"m9_methane+ethane","methane+ethane","methane","ethane",0.9746,195.4
"m10_methane+ethane","methane+ethane","methane","ethane",0.19,283.1
"m11_methane+ethane","methane+ethane","methane","ethane",0.56,255.4
"m12_methane+ethane","methane+ethane","methane","ethane",0.82,227.6
"m13_methane+ethane","methane+ethane","methane","ethane",0.96,199.8
"m14_methane+ethane","methane+ethane","methane","ethane",0.952,199.92
"m15_methane+ethane","methane+ethane","methane","ethane",0.9706,195.44
"m16_methane+ethane","methane+ethane","methane","ethane",0.98214,193.92
"m17_methane+ethane","methane+ethane","methane","ethane",0.99125,192.39
"m18_methane+propane","methane+propane","methane","propane",0.67,283.1
"m19_methane+propane","methane+propane","methane","propane",0.82,255.4
"m20_methane+propane","methane+propane","methane","propane",0.14,360.9
"m21_methane+propane","methane+propane","methane","propane",0.3228,344.3
"m22_methane+propane","methane+propane","methane","propane",0.4691,327.6
"m23_methane+propane","methane+propane","methane","propane",0.5882,310.9
"m24_methane+propane","methane+propane","methane","propane",0.6772,294.3
"m25_methane+propane","methane+propane","methane","propane",0.7459,277.6
"m26_methane+propane","methane+propane","methane","propane",0.745,273.9
"m27_methane+propane","methane+propane","methane","propane",0.8,256.5
"m28_methane+propane","methane+propane","methane","propane",0.835,241.5
"m29_methane+propane","methane+propane","methane","propane",0.921,226.5
"m30_methane+propane","methane+propane","methane","propane",0.945,213.2
"m31_methane+propane","methane+propane","methane","propane",0.96,194.8
"m32_methane+propane","methane+propane","methane","propane",0.1,364.2
"m33_methane+propane","methane+propane","methane","propane",0.2,354.4
"m34_methane+propane","methane+propane","methane","propane",0.3,344.1
"m35_methane+propane","methane+propane","methane","propane",0.4,332.5
"m36_methane+propane","methane+propane","methane","propane",0.5,319.5
"m37_methane+propane","methane+propane","methane","propane",0.6,304.3
"m38_methane+propane","methane+propane","methane","propane",0.7,283.6
"m39_methane+propane","methane+propane","methane","propane",0.17,356.1
"m40_methane+propane","methane+propane","methane","propane",0.28,344.8
"m41_methane+propane","methane+propane","methane","propane",0.42,328
"m42_methane+propane","methane+propane","methane","propane",0.49,316.6
"m43_methane+propane","methane+propane","methane","propane",0.57,305
"m44_methane+propane","methane+propane","methane","propane",0.9469,213.71
"m45_methane+propane","methane+propane","methane","propane",0.9856,195.2
"m46_methane+propane","methane+propane","methane","propane",0.9926,192.3
"m47_methane+butane","methane+butane","methane","butane",0.3609,394.2
"m48_methane+butane","methane+butane","methane","butane",0.4722,377.6
"m49_methane+butane","methane+butane","methane","butane",0.5503,360.9
"m50_methane+butane","methane+butane","methane","butane",0.6165,344.3
"m51_methane+butane","methane+butane","methane","butane",0.6718,327.6
"m52_methane+butane","methane+butane","methane","butane",0.7936,310.9
"m53_methane+butane","methane+butane","methane","butane",0.771,294.3
"m54_methane+butane","methane+butane","methane","butane",0.7953,277.6
"m55_methane+butane","methane+butane","methane","butane",0.863,244.3
"m56_methane+butane","methane+butane","methane","butane",0.9214,210.9
"m57_methane+butane","methane+butane","methane","butane",0.4,388.7
"m58_methane+butane","methane+butane","methane","butane",0.49,372
"m59_methane+pentane","methane+pentane","methane","pentane",0.295,444.3
"m60_methane+pentane","methane+pentane","methane","pentane",0.5211,410.9
"m61_methane+pentane","methane+pentane","methane","pentane",0.6705,377.6
"m62_methane+pentane","methane+pentane","methane","pentane",0.7665,344.3
"m63_methane+pentane","methane+pentane","methane","pentane",0.8236,310.9
"m64_methane+hexane","methane+hexane","methane","hexane",0.625,423.15
"m65_methane+hexane","methane+hexane","methane","hexane",0.7466,298.15
"m66_methane+hexane","methane+hexane","methane","hexane",0.85,281.2
"m67_methane+hexane","methane+hexane","methane","hexane",0.8,332
"m68_methane+hexane","methane+hexane","methane","hexane",0.9,263
"m69_methane+heptane","methane+heptane","methane","heptane",0.441,510.9
"m70_methane+heptane","methane+heptane","methane","heptane",0.585,477.6
"m71_methane+heptane","methane+heptane","methane","heptane",0.672,444.2
"m72_methane+heptane","methane+heptane","methane","heptane",0.732,410.9
"m73_methane+heptane","methane+heptane","methane","heptane",0.778,377.6
"m74_methane+heptane","methane+heptane","methane","heptane",0.817,344.2
"m75_methane+heptane","methane+heptane","methane","heptane",0.855,310.9
"m76_methane+heptane","methane+heptane","methane","heptane",0.894,277.6
"m77_methane+heptane","methane+heptane","methane","heptane",0.8,363
"m78_methane+heptane","methane+heptane","methane","heptane",0.815,343
"m79_methane+heptane","methane+heptane","methane","heptane",0.83,323
"m80_methane+heptane","methane+heptane","methane","heptane",0.85,303
"m81_methane+octane","methane+octane","methane","octane",0.787,323.15
"m82_methane+octane","methane+octane","methane","octane",0.798,298.15
"m83_methane+nonane","methane+nonane","methane","nonane",0.86,348.15
"m84_methane+nonane","methane+nonane","methane","nonane",0.872,323.15
"m85_methane+nonane","methane+nonane","methane","nonane",0.88,298.15
"m86_methane+nonane","methane+nonane","methane","nonane",0.885,273.15
"m87_methane+decane","methane+decane","methane","decane",0.739,510.9
"m88_methane+decane","methane+decane","methane","decane",0.798,477.6
"m89_methane+decane","methane+decane","methane","decane",0.833,444.3
"m90_methane+decane","methane+decane","methane","decane",0.857,410.9
"m91_methane+decane","methane+decane","methane","decane",0.877,377.6
"m92_methane+decane","methane+decane","methane","decane",0.891,344.3
"m93_methane+decane","methane+decane","methane","decane",0.898,310.9
"m94_methane+decane","methane+decane","methane","decane",0.857,383
"m95_methane+decane","methane+decane","methane","decane",0.87,363
"m96_methane+decane","methane+decane","methane","decane",0.875,343
"m97_methane+decane","methane+decane","methane","decane",0.885,323
"m98_methane+decane","methane+decane","methane","decane",0.905,277.6
"m99_ethane+propane","ethane+propane","ethane","propane",0.093,366.5
"m100_ethane+propane","ethane+propane","ethane","propane",0.3215,355.4
"m101_ethane+propane","ethane+propane","ethane","propane",0.506,344.3
"m102_ethane+propane","ethane+propane","ethane","propane",0.6685,333.1
"m103_ethane+propane","ethane+propane","ethane","propane",0.81,322
"m104_ethane+propane","ethane+propane","ethane","propane",0.935,310
"m105_ethane+butane","ethane+butane","ethane","butane",0.1749,412.7
"m106_ethane+butane","ethane+butane","ethane","butane",0.451,387.3
"m107_ethane+butane","ethane+butane","ethane","butane",0.6577,361.6
"m108_ethane+butane","ethane+butane","ethane","butane",0.8218,337.4
"m109_ethane+butane","ethane+butane","ethane","butane",0.9472,315.6
"m110_ethane+butane","ethane+butane","ethane","butane",0.382,394.3
"m111_ethane+butane","ethane+butane","ethane","butane",0.625,366.5
"m112_ethane+butane","ethane+butane","ethane","butane",0.81,338.7
"m113_ethane+butane","ethane+butane","ethane","butane",0.813,338.7
"m114_ethane+butane","ethane+butane","ethane","butane",0.602,370.4
"m115_ethane+butane","ethane+butane","ethane","butane",0.874,327.6
"m116_ethane+butane","ethane+butane","ethane","butane",0.075,422
"m117_ethane+butane","ethane+butane","ethane","butane",0.481,422
"m118_ethane+butane","ethane+butane","ethane","butane",0.652,394.3
"m119_ethane+butane","ethane+butane","ethane","butane",0.764,366.5
"m120_ethane+butane","ethane+butane","ethane","butane",0.562,408.1
"m121_ethane+butane","ethane+butane","ethane","butane",0.766,371.2
"m122_ethane+butane","ethane+butane","ethane","butane",0.888,339.8
"m123_ethane+butane","ethane+butane","ethane","butane",0.865,338.7
"m124_ethane+hexane","ethane+hexane","ethane","hexane",0.525,449.8
"m125_ethane+hexane","ethane+hexane","ethane","hexane",0.735,394.3
"m126_ethane+hexane","ethane+hexane","ethane","hexane",0.92,338.7
"m127_ethane+heptane","ethane+heptane","ethane","heptane",0.2654,515.5
"m128_ethane+heptane","ethane+heptane","ethane","heptane",0.5871,463.1
"m129_ethane+heptane","ethane+heptane","ethane","heptane",0.7709,409.2
"m130_ethane+heptane","ethane+heptane","ethane","heptane",0.8871,360.9
"m131_ethane+heptane","ethane+heptane","ethane","heptane",0.9683,322.3
"m132_ethane+heptane","ethane+heptane","ethane","heptane",0.655,455.9
"m133_ethane+heptane","ethane+heptane","ethane","heptane",0.7104,439.5
"m134_ethane+heptane","ethane+heptane","ethane","heptane",0.8014,406.5
"m135_ethane+heptane","ethane+heptane","ethane","heptane",0.876,372.9
"m136_ethane+heptane","ethane+heptane","ethane","heptane",0.9112,349
"m137_ethane+heptane","ethane+heptane","ethane","heptane",0.681,449.8
"m138_ethane+heptane","ethane+heptane","ethane","heptane",0.76,422
"m139_ethane+heptane","ethane+heptane","ethane","heptane",0.825,394.3
"m140_ethane+heptane","ethane+heptane","ethane","heptane",0.883,366.5
"m141_ethane+heptane","ethane+heptane","ethane","heptane",0.939,338.7
"m142_ethane+decane","ethane+decane","ethane","decane",0.698,510.9
"m143_ethane+decane","ethane+decane","ethane","decane",0.788,477.6
"m144_ethane+decane","ethane+decane","ethane","decane",0.835,444.3
"m145_ethane+decane","ethane+decane","ethane","decane",0.888,410.9
"m146_ethane+decane","ethane+decane","ethane","decane",0.927,377.6
"m147_ethane+decane","ethane+decane","ethane","decane",0.964,344.3
"m148_ethane+decane","ethane+decane","ethane","decane",0.995,310.9
"m149_ethane+decane","ethane+decane","ethane","decane",0.977,310.9
"m150_propane+butane","propane+butane","propane","butane",0.203,416.8
"m151_propane+butane","propane+butane","propane","butane",0.339,411.1
"m152_propane+butane","propane+butane","propane","butane",0.516,402.3
"m153_propane+butane","propane+butane","propane","butane",0.695,390.7
"m154_propane+butane","propane+butane","propane","butane",0.855,380.1
"m155_propane+butane","propane+butane","propane","butane",0.456,404.3
"m156_propane+butane","propane+butane","propane","butane",0.7,390.4
"m157_propane+butane","propane+butane","propane","butane",0.147,418.55
"m158_propane+butane","propane+butane","propane","butane",0.309,410.85
"m159_propane+butane","propane+butane","propane","butane",0.521,399.75
"m160_propane+butane","propane+butane","propane","butane",0.755,386.15
"m161_propane+butane","propane+butane","propane","butane",0.826,381.45
"m162_propane+butane","propane+butane","propane","butane",0.926,374.95
"m163_propane+butane","propane+butane","propane","butane",0.8895,377.6
"m164_propane+pentane","propane+pentane","propane","pentane",0.3498,443.8
"m165_propane+pentane","propane+pentane","propane","pentane",0.5557,422.6
"m166_propane+pentane","propane+pentane","propane","pentane",0.7921,397.5
"m167_propane+pentane","propane+pentane","propane","pentane",0.819,394.5
"m168_propane+pentane","propane+pentane","propane","pentane",0.147,460.15
"m169_propane+pentane","propane+pentane","propane","pentane",0.387,439.95
"m170_propane+pentane","propane+pentane","propane","pentane",0.616,417.85
"m171_propane+pentane","propane+pentane","propane","pentane",0.786,399.25
"m172_propane+pentane","propane+pentane","propane","pentane",0.878,387.45
"m173_propane+hexane","propane+hexane","propane","hexane",0.22,490.65
"m174_propane+hexane","propane+hexane","propane","hexane",0.46,466.25
"m175_propane+hexane","propane+hexane","propane","hexane",0.649,440.15
"m176_propane+hexane","propane+hexane","propane","hexane",0.76,422.15
"m177_propane+hexane","propane+hexane","propane","hexane",0.813,411.45
"m178_propane+hexane","propane+hexane","propane","hexane",0.918,390.05
"m179_propane+hexane","propane+hexane","propane","hexane",0.1435,496.3
"m180_propane+hexane","propane+hexane","propane","hexane",0.4437,468.17
"m181_propane+hexane","propane+hexane","propane","hexane",0.6996,431.26
"m182_propane+hexane","propane+hexane","propane","hexane",0.8201,409.5
"m183_propane+hexane","propane+hexane","propane","hexane",0.9218,387.55
"m184_propane+heptane","propane+heptane","propane","heptane",0.214,521.15
"m185_propane+heptane","propane+heptane","propane","heptane",0.519,482.85
"m186_propane+heptane","propane+heptane","propane","heptane",0.715,448.15
"m187_propane+heptane","propane+heptane","propane","heptane",0.851,417.25
"m188_propane+heptane","propane+heptane","propane","heptane",0.909,400.65
"m189_propane+octane","propane+octane","propane","octane",0.214,547.95
"m190_propane+octane","propane+octane","propane","octane",0.331,535.25
"m191_propane+octane","propane+octane","propane","octane",0.573,499.25
"m192_propane+octane","propane+octane","propane","octane",0.718,471.15
"m193_propane+octane","propane+octane","propane","octane",0.775,455.75
"m194_propane+octane","propane+octane","propane","octane",0.864,427.85
"m195_propane+octane","propane+octane","propane","octane",0.959,389.95
"m196_propane+decane","propane+decane","propane","decane",0.712,510.9
"m197_propane+decane","propane+decane","propane","decane",0.7993,477.6
"m198_propane+decane","propane+decane","propane","decane",0.8673,444.3
"m199_propane+decane","propane+decane","propane","decane",0.9283,410.9
"m200_propane+decane","propane+decane","propane","decane",0.987,377.6
"m201_butane+pentane","butane+pentane","butane","pentane",0.1,466.1
"m202_butane+pentane","butane+pentane","butane","pentane",0.2,462.25
"m203_butane+pentane","butane+pentane","butane","pentane",0.3,458.24
"m204_butane+pentane","butane+pentane","butane","pentane",0.4,454.1
"m205_butane+pentane","butane+pentane","butane","pentane",0.5,449.84
"m206_butane+pentane","butane+pentane","butane","pentane",0.6,445.41
"m207_butane+pentane","butane+pentane","butane","pentane",0.7,440.75
"m208_butane+pentane","butane+pentane","butane","pentane",0.8,435.82
"m209_butane+pentane","butane+pentane","butane","pentane",0.9,430.66
"m210_butane+hexane","butane+hexane","butane","hexane",0.1,501.97
"m211_butane+hexane","butane+hexane","butane","hexane",0.2,495.92
"m212_butane+hexane","butane+hexane","butane","hexane",0.3,489.39
"m213_butane+hexane","butane+hexane","butane","hexane",0.4,482.21
"m214_butane+hexane","butane+hexane","butane","hexane",0.5,474.62
"m215_butane+hexane","butane+hexane","butane","hexane",0.6,466.65
"m216_butane+hexane","butane+hexane","butane","hexane",0.7,457.7
"m217_butane+hexane","butane+hexane","butane","hexane",0.8,447.8
"m218_butane+hexane","butane+hexane","butane","hexane",0.9,437.43
"m219_butane+heptane","butane+heptane","butane","heptane",0.159,528.8
"m220_butane+heptane","butane+heptane","butane","heptane",0.4249,504.8
"m221_butane+heptane","butane+heptane","butane","heptane",0.6311,481.9
"m222_butane+heptane","butane+heptane","butane","heptane",0.801,459.8
"m223_butane+heptane","butane+heptane","butane","heptane",0.9401,436.3
"m224_butane+heptane","butane+heptane","butane","heptane",0.1,533.38
"m225_butane+heptane","butane+heptane","butane","heptane",0.2,525.43
"m226_butane+heptane","butane+heptane","butane","heptane",0.3,516.73
"m227_butane+heptane","butane+heptane","butane","heptane",0.4,507.27
"m228_butane+heptane","butane+heptane","butane","heptane",0.5,496.95
"m229_butane+heptane","butane+heptane","butane","heptane",0.6,485.61
"m230_butane+heptane","butane+heptane","butane","heptane",0.7,473.05
"m231_butane+heptane","butane+heptane","butane","heptane",0.8,458.65
"m232_butane+heptane","butane+heptane","butane","heptane",0.9,444.09
"m233_butane+octane","butane+octane","butane","octane",0.1,561.04
"m234_butane+octane","butane+octane","butane","octane",0.2,552.5
"m235_butane+octane","butane+octane","butane","octane",0.3,543.1
"m236_butane+octane","butane+octane","butane","octane",0.4,532.46
"m237_butane+octane","butane+octane","butane","octane",0.5,520.12
"m238_butane+octane","butane+octane","butane","octane",0.6,506.12
"m239_butane+octane","butane+octane","butane","octane",0.7,490.19
"m240_butane+octane","butane+octane","butane","octane",0.8,472.16
"m241_butane+octane","butane+octane","butane","octane",0.9,451.15
"m242_butane+decane","butane+decane","butane","decane",0.739,510.9
"m243_butane+decane","butane+decane","butane","decane",0.865,477.6
"m244_butane+decane","butane+decane","butane","decane",0.956,444.3
"m245_pentane+hexane","pentane+hexane","pentane","hexane",0.245,499.4
"m246_pentane+hexane","pentane+hexane","pentane","hexane",0.469,491.4
"m247_pentane+hexane","pentane+hexane","pentane","hexane",0.626,485.7
"m248_pentane+hexane","pentane+hexane","pentane","hexane",0.827,477.8
"m249_pentane+hexane","pentane+hexane","pentane","hexane",0.927,473.3
"m250_pentane+heptane","pentane+heptane","pentane","heptane",0.255,526.2
"m251_pentane+heptane","pentane+heptane","pentane","heptane",0.558,506.2
"m252_pentane+heptane","pentane+heptane","pentane","heptane",0.747,492.2
"m253_pentane+octane","pentane+octane","pentane","octane",0.159,558.9
"m254_pentane+octane","pentane+octane","pentane","octane",0.349,544
"m255_pentane+octane","pentane+octane","pentane","octane",0.376,541.2
"m256_pentane+octane","pentane+octane","pentane","octane",0.536,524.7
"m257_pentane+octane","pentane+octane","pentane","octane",0.709,507.2
"m258_pentane+octane","pentane+octane","pentane","octane",0.87,487.2
"m259_pentane+nonane","pentane+nonane","pentane","nonane",0.204,578.2
"m260_pentane+nonane","pentane+nonane","pentane","nonane",0.334,568.2
"m261_pentane+nonane","pentane+nonane","pentane","nonane",0.508,554
"m262_pentane+nonane","pentane+nonane","pentane","nonane",0.743,518.7
"m263_pentane+nonane","pentane+nonane","pentane","nonane",0.832,503.2
"m264_pentane+nonane","pentane+nonane","pentane","nonane",0.838,504.7
"m265_pentane+nonane","pentane+nonane","pentane","nonane",0.1,587.8
"m266_pentane+nonane","pentane+nonane","pentane","nonane",0.2,580.48
"m267_pentane+nonane","pentane+nonane","pentane","nonane",0.3,572.2
"m268_pentane+nonane","pentane+nonane","pentane","nonane",0.4,563.3
"m269_pentane+nonane","pentane+nonane","pentane","nonane",0.5,553.4
"m270_pentane+nonane","pentane+nonane","pentane","nonane",0.6,541.72
"m271_pentane+nonane","pentane+nonane","pentane","nonane",0.7,526.98
"m272_pentane+nonane","pentane+nonane","pentane","nonane",0.8,510.98
"m273_pentane+nonane","pentane+nonane","pentane","nonane",0.9,493.35
"m274_pentane+decane","pentane+decane","pentane","decane",0.163,602.9
"m275_pentane+decane","pentane+decane","pentane","decane",0.293,593.4
"m276_pentane+decane","pentane+decane","pentane","decane",0.405,585.2
"m277_pentane+decane","pentane+decane","pentane","decane",0.462,577.2
"m278_pentane+decane","pentane+decane","pentane","decane",0.578,564.4
"m279_pentane+decane","pentane+decane","pentane","decane",0.674,545.4
"m280_pentane+decane","pentane+decane","pentane","decane",0.877,507
"m281_pentane+undecane","pentane+undecane","pentane","undecane",0.212,619.7
"m282_pentane+undecane","pentane+undecane","pentane","undecane",0.334,608.2
"m283_pentane+undecane","pentane+undecane","pentane","undecane",0.336,609.7
"m284_pentane+undecane","pentane+undecane","pentane","undecane",0.505,593.2
"m285_pentane+undecane","pentane+undecane","pentane","undecane",0.576,575.2
"m286_pentane+undecane","pentane+undecane","pentane","undecane",0.623,569.2
"m287_pentane+undecane","pentane+undecane","pentane","undecane",0.895,506.2
"m288_pentane+dodecane","pentane+dodecane","pentane","dodecane",0.201,639.2
"m289_pentane+dodecane","pentane+dodecane","pentane","dodecane",0.336,620.8
"m290_pentane+dodecane","pentane+dodecane","pentane","dodecane",0.542,601.7
"m291_pentane+dodecane","pentane+dodecane","pentane","dodecane",0.709,566.2
"m292_pentane+dodecane","pentane+dodecane","pentane","dodecane",0.793,541.4
"m293_pentane+dodecane","pentane+dodecane","pentane","dodecane",0.898,507.4
"m294_pentane+tridecane","pentane+tridecane","pentane","tridecane",0.287,645.2
"m295_pentane+tridecane","pentane+tridecane","pentane","tridecane",0.501,614.7
"m296_pentane+tridecane","pentane+tridecane","pentane","tridecane",0.702,574
"m297_pentane+tridecane","pentane+tridecane","pentane","tridecane",0.779,550.9
"m298_pentane+tridecane","pentane+tridecane","pentane","tridecane",0.914,518.2
"m299_hexane+heptane","hexane+heptane","hexane","heptane",0.1,537.5
"m300_hexane+heptane","hexane+heptane","hexane","heptane",0.2,534.7
"m301_hexane+heptane","hexane+heptane","hexane","heptane",0.3,531.7
"m302_hexane+heptane","hexane+heptane","hexane","heptane",0.4,528.6
"m303_hexane+heptane","hexane+heptane","hexane","heptane",0.5,525.5
"m304_hexane+heptane","hexane+heptane","hexane","heptane",0.6,522.1
"m305_hexane+heptane","hexane+heptane","hexane","heptane",0.7,518.6
"m306_hexane+heptane","hexane+heptane","hexane","heptane",0.8,515
"m307_hexane+heptane","hexane+heptane","hexane","heptane",0.9,511.4
"m308_hexane+octane","hexane+octane","hexane","octane",0.1,564.5
"m309_hexane+octane","hexane+octane","hexane","octane",0.2,559.8
"m310_hexane+octane","hexane+octane","hexane","octane",0.3,554.9
"m311_hexane+octane","hexane+octane","hexane","octane",0.4,549.4
"m312_hexane+octane","hexane+octane","hexane","octane",0.5,543.4
"m313_hexane+octane","hexane+octane","hexane","octane",0.6,537.1
"m314_hexane+octane","hexane+octane","hexane","octane",0.7,530.5
"m315_hexane+octane","hexane+octane","hexane","octane",0.8,523.5
"m316_hexane+octane","hexane+octane","hexane","octane",0.9,515.8
"m317_hexane+decane","hexane+decane","hexane","decane",0.1,609.6
"m318_hexane+decane","hexane+decane","hexane","decane",0.2,602.1
"m319_hexane+decane","hexane+decane","hexane","decane",0.3,594.4
"m320_hexane+decane","hexane+decane","hexane","decane",0.4,585.5
"m321_hexane+decane","hexane+decane","hexane","decane",0.5,576.3
"m322_hexane+decane","hexane+decane","hexane","decane",0.6,565.5
"m323_hexane+decane","hexane+decane","hexane","decane",0.7,553.3
"m324_hexane+decane","hexane+decane","hexane","decane",0.8,539.6
"m325_hexane+decane","hexane+decane","hexane","decane",0.9,524.4
"m326_hexane+tridecane","hexane+tridecane","hexane","tridecane",0.1,666.2
"m327_hexane+tridecane","hexane+tridecane","hexane","tridecane",0.2,657.2
"m328_hexane+tridecane","hexane+tridecane","hexane","tridecane",0.3,647.3
"m329_hexane+tridecane","hexane+tridecane","hexane","tridecane",0.4,637
"m330_hexane+tridecane","hexane+tridecane","hexane","tridecane",0.5,624.3
"m331_hexane+tridecane","hexane+tridecane","hexane","tridecane",0.6,609.3
"m332_hexane+tridecane","hexane+tridecane","hexane","tridecane",0.7,591.5
"m333_hexane+tridecane","hexane+tridecane","hexane","tridecane",0.8,570
"m334_hexane+tridecane","hexane+tridecane","hexane","tridecane",0.9,542.2
"m335_hexane+tetradecane","hexane+tetradecane","hexane","tetradecane",0.1,689.2
"m336_hexane+tetradecane","hexane+tetradecane","hexane","tetradecane",0.2,680.8
"m337_hexane+tetradecane","hexane+tetradecane","hexane","tetradecane",0.3,670.3
"m338_hexane+tetradecane","hexane+tetradecane","hexane","tetradecane",0.4,657.9
"m339_hexane+tetradecane","hexane+tetradecane","hexane","tetradecane",0.5,643.2
"m340_hexane+tetradecane","hexane+tetradecane","hexane","tetradecane",0.6,626.5
"m341_hexane+tetradecane","hexane+tetradecane","hexane","tetradecane",0.7,606
"m342_hexane+tetradecane","hexane+tetradecane","hexane","tetradecane",0.8,580.8
"m343_hexane+tetradecane","hexane+tetradecane","hexane","tetradecane",0.9,548.2
"m344_heptane+octane","heptane+octane","heptane","octane",0.1,566.4
"m345_heptane+octane","heptane+octane","heptane","octane",0.2,563.9
"m346_heptane+octane","heptane+octane","heptane","octane",0.3,561.3
"m347_heptane+octane","heptane+octane","heptane","octane",0.4,558.6
"m348_heptane+octane","heptane+octane","heptane","octane",0.5,555.7
"m349_heptane+octane","heptane+octane","heptane","octane",0.6,552.8
"m350_heptane+octane","heptane+octane","heptane","octane",0.7,549.8
"m351_heptane+octane","heptane+octane","heptane","octane",0.8,546.7
"m352_heptane+octane","heptane+octane","heptane","octane",0.9,543.5
"m353_nonane+tridecane","nonane+tridecane","nonane","tridecane",0.1,669.6
"m354_nonane+tridecane","nonane+tridecane","nonane","tridecane",0.2,664.7
"m355_nonane+tridecane","nonane+tridecane","nonane","tridecane",0.3,658.8
"m356_nonane+tridecane","nonane+tridecane","nonane","tridecane",0.4,652.2
"m357_nonane+tridecane","nonane+tridecane","nonane","tridecane",0.5,644.7
"m358_nonane+tridecane","nonane+tridecane","nonane","tridecane",0.6,636.4
"m359_nonane+tridecane","nonane+tridecane","nonane","tridecane",0.7,626.8
"m360_nonane+tridecane","nonane+tridecane","nonane","tridecane",0.8,616.6
"m361_nonane+tridecane","nonane+tridecane","nonane","tridecane",0.9,605.5
"m362_decane+dodecane","decane+dodecane","decane","dodecane",0.1,655.3
"m363_decane+dodecane","decane+dodecane","decane","dodecane",0.2,651.5
"m364_decane+dodecane","decane+dodecane","decane","dodecane",0.3,647.5
"m365_decane+dodecane","decane+dodecane","decane","dodecane",0.4,643.6
"m366_decane+dodecane","decane+dodecane","decane","dodecane",0.5,639.6
"m367_decane+dodecane","decane+dodecane","decane","dodecane",0.6,635.5
"m368_decane+dodecane","decane+dodecane","decane","dodecane",0.7,631.3
"m369_decane+dodecane","decane+dodecane","decane","dodecane",0.8,626.8
"m370_decane+dodecane","decane+dodecane","decane","dodecane",0.9,621.9
"m371_methane+cyclohexane","methane+cyclohexane","methane","cyclohexane",0.608,444.3
"m372_methane+cyclohexane","methane+cyclohexane","methane","cyclohexane",0.667,410.9
"m373_methane+cyclohexane","methane+cyclohexane","methane","cyclohexane",0.711,377.6
"m374_methane+cyclohexane","methane+cyclohexane","methane","cyclohexane",0.737,344.3
"m375_methane+cyclohexane","methane+cyclohexane","methane","cyclohexane",0.765,310.9
"m376_methane+cyclohexane","methane+cyclohexane","methane","cyclohexane",0.758,294.3
"m377_ethane+cyclohexane","ethane+cyclohexane","ethane","cyclohexane",0.1378,537.3
"m378_ethane+cyclohexane","ethane+cyclohexane","ethane","cyclohexane",0.2893,515.5
"m379_ethane+cyclohexane","ethane+cyclohexane","ethane","cyclohexane",0.4284,489.5
"m380_ethane+cyclohexane","ethane+cyclohexane","ethane","cyclohexane",0.502,473.8
"m381_ethane+cyclohexane","ethane+cyclohexane","ethane","cyclohexane",0.5785,461.2
"m382_ethane+cyclohexane","ethane+cyclohexane","ethane","cyclohexane",0.7099,422.2
"m383_ethane+cyclohexane","ethane+cyclohexane","ethane","cyclohexane",0.7298,412
"m384_ethane+cyclohexane","ethane+cyclohexane","ethane","cyclohexane",0.8617,362.7
"m385_pentane+cyclopentane","pentane+cyclopentane","pentane","cyclopentane",0.1,507.64
"m386_pentane+cyclopentane","pentane+cyclopentane","pentane","cyclopentane",0.2,503.15
"m387_pentane+cyclopentane","pentane+cyclopentane","pentane","cyclopentane",0.3,498.82
"m388_pentane+cyclopentane","pentane+cyclopentane","pentane","cyclopentane",0.4,494.67
"m389_pentane+cyclopentane","pentane+cyclopentane","pentane","cyclopentane",0.5,490.54
"m390_pentane+cyclopentane","pentane+cyclopentane","pentane","cyclopentane",0.6,486.4
"m391_pentane+cyclopentane","pentane+cyclopentane","pentane","cyclopentane",0.7,482.27
"m392_pentane+cyclopentane","pentane+cyclopentane","pentane","cyclopentane",0.8,478.29
"m393_pentane+cyclopentane","pentane+cyclopentane","pentane","cyclopentane",0.9,474.3
"m394_pentane+cyclohexane","pentane+cyclohexane","pentane","cyclohexane",0.18,541.2
"m395_pentane+cyclohexane","pentane+cyclohexane","pentane","cyclohexane",0.444,521.2
"m396_pentane+cyclohexane","pentane+cyclohexane","pentane","cyclohexane",0.494,516.7
"m397_pentane+cyclohexane","pentane+cyclohexane","pentane","cyclohexane",0.622,505.9
"m398_pentane+cyclohexane","pentane+cyclohexane","pentane","cyclohexane",0.802,491.6
"m399_hexane+cyclopentane","hexane+cyclopentane","hexane","cyclopentane",0.1,511.6
"m400_hexane+cyclopentane","hexane+cyclopentane","hexane","cyclopentane",0.2,511.14
"m401_hexane+cyclopentane","hexane+cyclopentane","hexane","cyclopentane",0.3,510.54
"m402_hexane+cyclopentane","hexane+cyclopentane","hexane","cyclopentane",0.4,510.03
"m403_hexane+cyclopentane","hexane+cyclopentane","hexane","cyclopentane",0.5,509.63
"m404_hexane+cyclopentane","hexane+cyclopentane","hexane","cyclopentane",0.6,509.28
"m405_hexane+cyclopentane","hexane+cyclopentane","hexane","cyclopentane",0.7,508.97
